ExamName,Score,PassScore,PassOrFail,StudentID
MCAT,498,510,False,699
CBSE,53,70,False,699
CBSE,81,70,True,699
MCAT,521,510,True,296
CBSE,66,70,False,296
CBSE,69,70,False,296
MCAT,508,510,False,827
CBSE,59,70,False,827
CBSE,49,70,False,827
MCAT,503,510,False,312
CBSE,51,70,False,312
CBSE,78,70,True,312
MCAT,514,510,True,485
CBSE,64,70,False,485
CBSE,65,70,False,485
MCAT,513,510,True,455
CBSE,61,70,False,455
CBSE,52,70,False,455
MCAT,503,510,False,151
CBSE,50,70,False,151
CBSE,47,70,False,151
MCAT,505,510,False,667
CBSE,49,70,False,667
CBSE,69,70,False,667
MCAT,512,510,True,467
CBSE,48,70,False,467
CBSE,72,70,True,467
MCAT,513,510,True,516
CBSE,55,70,False,516
CBSE,44,70,False,516
MCAT,504,510,False,381
CBSE,35,70,False,381
CBSE,61,70,False,381
MCAT,523,510,True,360
CBSE,49,70,False,360
CBSE,69,70,False,360
MCAT,515,510,True,676
CBSE,57,70,False,676
CBSE,48,70,False,676
MCAT,508,510,False,802
CBSE,46,70,False,802
CBSE,62,70,False,802
MCAT,512,510,True,181
CBSE,64,70,False,181
CBSE,58,70,False,181
MCAT,508,510,False,646
CBSE,57,70,False,646
CBSE,50,70,False,646
MCAT,505,510,False,551
CBSE,43,70,False,551
CBSE,70,70,True,551
MCAT,503,510,False,865
CBSE,64,70,False,865
CBSE,54,70,False,865
MCAT,502,510,False,304
CBSE,49,70,False,304
CBSE,57,70,False,304
MCAT,507,510,False,149
CBSE,57,70,False,149
CBSE,41,70,False,149
MCAT,510,510,True,457
CBSE,44,70,False,457
CBSE,55,70,False,457
MCAT,508,510,False,439
CBSE,51,70,False,439
CBSE,47,70,False,439
MCAT,504,510,False,762
CBSE,42,70,False,762
CBSE,48,70,False,762
MCAT,500,510,False,476
CBSE,49,70,False,476
CBSE,47,70,False,476
MCAT,500,510,False,140
CBSE,46,70,False,140
CBSE,52,70,False,140
MCAT,506,510,False,527
CBSE,43,70,False,527
CBSE,55,70,False,527
MCAT,518,510,True,614
CBSE,50,70,False,614
CBSE,93,70,True,614
MCAT,524,510,True,336
CBSE,87,70,True,336
CBSE,64,70,False,336
MCAT,506,510,False,723
CBSE,60,70,False,723
CBSE,48,70,False,723
MCAT,512,510,True,450
CBSE,45,70,False,450
CBSE,77,70,True,450
MCAT,511,510,True,619
CBSE,63,70,False,619
CBSE,47,70,False,619
MCAT,520,510,True,365
CBSE,39,70,False,365
CBSE,48,70,False,365
MCAT,507,510,False,236
CBSE,41,70,False,236
CBSE,59,70,False,236
MCAT,511,510,True,855
CBSE,44,70,False,855
CBSE,60,70,False,855
MCAT,507,510,False,739
CBSE,50,70,False,739
CBSE,69,70,False,739
MCAT,514,510,True,471
CBSE,62,70,False,471
CBSE,50,70,False,471
MCAT,514,510,True,442
CBSE,44,70,False,442
CBSE,66,70,False,442
MCAT,518,510,True,135
CBSE,65,70,False,135
CBSE,47,70,False,135
MCAT,507,510,False,823
CBSE,53,70,False,823
CBSE,57,70,False,823
MCAT,520,510,True,325
CBSE,54,70,False,325
CBSE,59,70,False,325
MCAT,512,510,True,295
CBSE,64,70,False,295
CBSE,64,70,False,295
MCAT,509,510,False,238
CBSE,58,70,False,238
CBSE,61,70,False,238
MCAT,514,510,True,722
CBSE,61,70,False,722
CBSE,52,70,False,722
MCAT,512,510,True,178
CBSE,39,70,False,178
CBSE,55,70,False,178
MCAT,506,510,False,626
CBSE,52,70,False,626
CBSE,63,70,False,626
MCAT,503,510,False,235
CBSE,59,70,False,235
CBSE,46,70,False,235
MCAT,507,510,False,884
CBSE,46,70,False,884
CBSE,54,70,False,884
MCAT,498,510,False,427
CBSE,47,70,False,427
CBSE,65,70,False,427
MCAT,512,510,True,712
CBSE,51,70,False,712
CBSE,64,70,False,712
MCAT,520,510,True,448
CBSE,54,70,False,448
CBSE,58,70,False,448
MCAT,510,510,True,469
CBSE,47,70,False,469
CBSE,61,70,False,469
MCAT,514,510,True,835
CBSE,55,70,False,835
CBSE,73,70,True,835
MCAT,509,510,False,631
CBSE,66,70,False,631
CBSE,72,70,True,631
MCAT,515,510,True,331
CBSE,64,70,False,331
CBSE,63,70,False,331
MCAT,506,510,False,546
CBSE,56,70,False,546
CBSE,63,70,False,546
MCAT,507,510,False,322
CBSE,53,70,False,322
CBSE,41,70,False,322
MCAT,496,510,False,830
CBSE,40,70,False,830
CBSE,58,70,False,830
MCAT,497,510,False,934
CBSE,52,70,False,934
CBSE,65,70,False,934
MCAT,515,510,True,299
CBSE,65,70,False,299
CBSE,52,70,False,299
MCAT,499,510,False,809
CBSE,50,70,False,809
CBSE,39,70,False,809
MCAT,501,510,False,672
CBSE,37,70,False,672
CBSE,50,70,False,672
MCAT,504,510,False,579
CBSE,40,70,False,579
MCAT,516,510,True,349
CBSE,73,70,True,349
MCAT,514,510,True,340
CBSE,76,70,True,340
CBSE,56,70,False,340
MCAT,510,510,True,657
CBSE,55,70,False,657
CBSE,48,70,False,657
MCAT,499,510,False,628
CBSE,46,70,False,628
CBSE,43,70,False,628
MCAT,503,510,False,582
CBSE,39,70,False,582
CBSE,41,70,False,582
MCAT,502,510,False,302
CBSE,47,70,False,302
CBSE,43,70,False,302
MCAT,509,510,False,431
CBSE,44,70,False,431
CBSE,42,70,False,431
MCAT,506,510,False,695
CBSE,40,70,False,695
CBSE,53,70,False,695
MCAT,506,510,False,545
CBSE,42,70,False,545
CBSE,54,70,False,545
MCAT,508,510,False,691
CBSE,49,70,False,691
CBSE,75,70,True,691
MCAT,508,510,False,650
CBSE,67,70,False,650
CBSE,67,70,False,650
MCAT,513,510,True,220
CBSE,57,70,False,220
CBSE,56,70,False,220
MCAT,509,510,False,841
CBSE,50,70,False,841
CBSE,67,70,False,841
MCAT,503,510,False,258
CBSE,55,70,False,258
MCAT,497,510,False,828
CBSE,55,70,False,828
CBSE,57,70,False,828
MCAT,504,510,False,372
CBSE,49,70,False,372
CBSE,50,70,False,372
MCAT,503,510,False,573
CBSE,53,70,False,573
CBSE,43,70,False,573
MCAT,512,510,True,192
CBSE,44,70,False,192
CBSE,49,70,False,192
MCAT,497,510,False,480
CBSE,38,70,False,480
CBSE,51,70,False,480
MCAT,507,510,False,662
CBSE,53,70,False,662
CBSE,41,70,False,662
MCAT,511,510,True,356
CBSE,43,70,False,356
CBSE,59,70,False,356
MCAT,502,510,False,923
CBSE,52,70,False,923
CBSE,47,70,False,923
MCAT,501,510,False,454
CBSE,51,70,False,454
CBSE,47,70,False,454
MCAT,512,510,True,600
CBSE,48,70,False,600
CBSE,53,70,False,600
MCAT,515,510,True,743
CBSE,45,70,False,743
CBSE,45,70,False,743
MCAT,504,510,False,418
CBSE,50,70,False,418
CBSE,47,70,False,418
MCAT,499,510,False,204
CBSE,44,70,False,204
CBSE,40,70,False,204
MCAT,512,510,True,932
CBSE,42,70,False,932
CBSE,69,70,False,932
MCAT,510,510,True,250
CBSE,60,70,False,250
CBSE,51,70,False,250
MCAT,507,510,False,425
CBSE,49,70,False,425
CBSE,55,70,False,425
MCAT,502,510,False,328
CBSE,49,70,False,328
CBSE,49,70,False,328
MCAT,505,510,False,844
CBSE,44,70,False,844
CBSE,68,70,False,844
MCAT,513,510,True,505
CBSE,55,70,False,505
CBSE,67,70,False,505
MCAT,511,510,True,353
CBSE,60,70,False,353
CBSE,42,70,False,353
MCAT,505,510,False,124
CBSE,36,70,False,124
MCAT,499,510,False,862
CBSE,43,70,False,862
CBSE,51,70,False,862
MCAT,520,510,True,524
CBSE,44,70,False,524
CBSE,66,70,False,524
MCAT,516,510,True,131
CBSE,58,70,False,131
MCAT,501,510,False,153
CBSE,40,70,False,153
CBSE,54,70,False,153
MCAT,508,510,False,118
CBSE,54,70,False,118
CBSE,50,70,False,118
MCAT,510,510,True,337
CBSE,45,70,False,337
CBSE,61,70,False,337
MCAT,512,510,True,729
CBSE,57,70,False,729
CBSE,42,70,False,729
MCAT,508,510,False,330
CBSE,38,70,False,330
CBSE,42,70,False,330
MCAT,507,510,False,196
CBSE,41,70,False,196
CBSE,41,70,False,196
MCAT,506,510,False,879
CBSE,42,70,False,879
CBSE,46,70,False,879
MCAT,516,510,True,653
CBSE,44,70,False,653
CBSE,57,70,False,653
MCAT,499,510,False,243
CBSE,49,70,False,243
CBSE,62,70,False,243
MCAT,507,510,False,141
CBSE,47,70,False,141
CBSE,47,70,False,141
MCAT,514,510,True,479
CBSE,50,70,False,479
CBSE,47,70,False,479
MCAT,502,510,False,851
CBSE,48,70,False,851
CBSE,39,70,False,851
MCAT,498,510,False,916
CBSE,38,70,False,916
CBSE,54,70,False,916
MCAT,512,510,True,848
CBSE,50,70,False,848
CBSE,52,70,False,848
MCAT,502,510,False,184
CBSE,54,70,False,184
CBSE,64,70,False,184
MCAT,514,510,True,114
CBSE,59,70,False,114
CBSE,38,70,False,114
MCAT,505,510,False,341
CBSE,38,70,False,341
MCAT,503,510,False,530
MCAT,500,510,False,421
MCAT,503,510,False,684
MCAT,522,510,True,870
MCAT,517,510,True,821
MCAT,506,510,False,357
MCAT,503,510,False,260
MCAT,519,510,True,203
MCAT,512,510,True,592
MCAT,511,510,True,286
MCAT,511,510,True,350
MCAT,505,510,False,635
MCAT,506,510,False,764
MCAT,507,510,False,840
MCAT,509,510,False,697
MCAT,505,510,False,179
MCAT,507,510,False,789
MCAT,507,510,False,605
MCAT,508,510,False,814
MCAT,512,510,True,632
MCAT,511,510,True,473
MCAT,506,510,False,706
MCAT,506,510,False,433
MCAT,508,510,False,754
MCAT,512,510,True,470
MCAT,516,510,True,277
MCAT,509,510,False,496
MCAT,505,510,False,819
MCAT,505,510,False,533
MCAT,509,510,False,445
MCAT,500,510,False,154
MCAT,506,510,False,906
MCAT,499,510,False,432
MCAT,502,510,False,310
MCAT,505,510,False,315
MCAT,505,510,False,486
MCAT,504,510,False,363
MCAT,506,510,False,342
MCAT,510,510,True,698
MCAT,498,510,False,237
MCAT,512,510,True,675
MCAT,521,510,True,430
MCAT,499,510,False,509
MCAT,517,510,True,443
MCAT,510,510,True,583
MCAT,504,510,False,150
MCAT,501,510,False,128
MCAT,508,510,False,644
MCAT,501,510,False,806
MCAT,498,510,False,409
MCAT,499,510,False,197
MCAT,508,510,False,231
MCAT,516,510,True,173
MCAT,504,510,False,174
MCAT,508,510,False,768
MCAT,507,510,False,682
MCAT,512,510,True,273
MCAT,517,510,True,147
MCAT,506,510,False,126
MCAT,507,510,False,889
MCAT,512,510,True,185
MCAT,507,510,False,910
MCAT,519,510,True,562
MCAT,505,510,False,552
MCAT,507,510,False,269
MCAT,504,510,False,507
MCAT,509,510,False,891
MCAT,509,510,False,549
MCAT,506,510,False,913
MCAT,512,510,True,407
MCAT,515,510,True,191
MCAT,499,510,False,408
MCAT,515,510,True,416
MCAT,499,510,False,176
MCAT,507,510,False,886
MCAT,509,510,False,921
MCAT,498,510,False,523
MCAT,502,510,False,663
MCAT,508,510,False,164
MCAT,504,510,False,894
MCAT,507,510,False,274
MCAT,512,510,True,678
MCAT,508,510,False,558
MCAT,510,510,True,833
MCAT,516,510,True,824
MCAT,507,510,False,761
MCAT,512,510,True,116
MCAT,516,510,True,311
MCAT,502,510,False,424
MCAT,507,510,False,664
MCAT,519,510,True,475
MCAT,509,510,False,152
MCAT,515,510,True,240
MCAT,507,510,False,757
MCAT,506,510,False,401
MCAT,508,510,False,905
MCAT,519,510,True,599
MCAT,518,510,True,741
MCAT,504,510,False,724
MCAT,506,510,False,412
MCAT,506,510,False,642
MCAT,515,510,True,259
MCAT,502,510,False,608
MCAT,500,510,False,121
MCAT,510,510,True,927
MCAT,523,510,True,710
MCAT,515,510,True,808
MCAT,503,510,False,217
MCAT,501,510,False,578
MCAT,504,510,False,218
MCAT,511,510,True,389
MCAT,507,510,False,435
MCAT,523,510,True,449
MCAT,500,510,False,211
MCAT,520,510,True,853
MCAT,510,510,True,541
MCAT,500,510,False,659
MCAT,520,510,True,588
MCAT,498,510,False,453
MCAT,507,510,False,731
MCAT,509,510,False,375
MCAT,501,510,False,145
MCAT,500,510,False,138
MCAT,515,510,True,771
MCAT,512,510,True,591
MCAT,505,510,False,730
MCAT,502,510,False,117
MCAT,504,510,False,877
MCAT,506,510,False,528
MCAT,505,510,False,399
MCAT,511,510,True,820
MCAT,512,510,True,930
MCAT,506,510,False,194
MCAT,505,510,False,852
MCAT,513,510,True,587
MCAT,502,510,False,290
MCAT,513,510,True,420
MCAT,509,510,False,914
MCAT,504,510,False,134
MCAT,511,510,True,298
