ClassificationName,PointsEarned,PointsAvailable,ClassID,DateTaught,StudentID
Nerve,3.0,4.0,631,2022,644
NUTR,2.0,2.0,631,2022,644
PATH,4.0,6.0,631,2022,644
PHARM,18.0,22.0,631,2022,644
Toolkit,1.0,1.0,631,2022,644
ANAT,7.5,11.0,632,2022,644
BIOCHEM,12.0,15.0,632,2022,644
Biostats,7.0,7.0,632,2022,644
CARDIO,94.5,130.0,632,2022,644
CASE,3.0,5.0,632,2022,644
ETHICS,1.0,1.0,632,2022,644
HISTO,21.0,31.0,632,2022,644
NUTR,1.0,1.0,632,2022,644
PHARM,1.0,2.0,632,2022,644
PHYSIO,28.67,37.0,632,2022,644
RADIOLOGY,0.5,2.0,632,2022,644
Renal,1.0,1.0,632,2022,644
CASE,7.0,7.0,633,2023,644
HISTO,1.0,1.0,633,2023,644
ANAT,0.0,1.0,634,2023,644
CASE,15.0,16.0,634,2023,644
ETHICS,2.0,2.0,634,2023,644
Functions & Processes,0.0,1.0,634,2023,644
HISTO,0.0,1.0,634,2023,644
IMMUNO,2.0,3.0,634,2023,644
Inflammation,0.0,3.0,634,2023,644
MICRO,1.0,2.0,634,2023,644
ORTHO,2.0,2.0,634,2023,644
Pain,2.0,2.0,634,2023,644
PATH,0.0,3.0,634,2023,644
Sports Med,2.0,3.0,634,2023,644
CASE,8.0,9.0,635,2023,644
End of Life,1.0,1.0,635,2023,644
IMMUNO,5.0,8.0,636,2023,644
Virology,0.0,1.0,636,2023,644
BIOCHEM,1.0,1.0,637,2023,644
CASE,2.0,2.0,637,2023,644
EBM,2.0,2.0,637,2023,644
MICRO,3.0,3.0,637,2023,644
PATH,7.0,15.0,637,2023,644
PHARM,1.0,1.0,637,2023,644
Anti-hypertensive,2.0,2.0,639,2023,644
CARDIO,1.0,2.0,639,2023,644
Cardiovascular,3.0,3.0,639,2023,644
Neoplasm,2.0,2.0,639,2023,644
PATH,5.0,7.0,639,2023,644
PHARM,11.0,13.0,639,2023,644
PHYSIO,2.0,3.0,639,2023,644
Renal,4.0,7.0,639,2023,644
ANAT,3.5,6.0,631,2022,806
Anemia,2.0,2.0,631,2022,806
BIOCHEM,17.0,18.0,631,2022,806
BODY and HLTH SYS,23.0,32.0,631,2022,806
CASE,3.0,4.0,631,2022,806
CELL BIO,29.5,37.0,631,2022,806
CELLS and TISS,54.0,65.0,631,2022,806
DEV,7.0,8.0,631,2022,806
Diagnosis,1.0,1.0,631,2022,806
Diversity,1.0,1.0,631,2022,806
ETHICS,2.0,5.0,631,2022,806
GEN,21.0,24.0,631,2022,806
HB,2.0,2.0,631,2022,806
HEME,2.0,2.0,631,2022,806
HISTO,12.0,13.0,631,2022,806
MOL BIOL,6.0,6.0,631,2022,806
MOLEC and COMP,57.5,71.0,631,2022,806
Nerve,4.0,4.0,631,2022,806
NUTR,1.0,2.0,631,2022,806
PATH,4.0,6.0,631,2022,806
PHARM,14.0,22.0,631,2022,806
Toolkit,1.0,1.0,631,2022,806
ANAT,7.75,11.0,632,2022,806
BIOCHEM,11.0,15.0,632,2022,806
Biostats,5.0,7.0,632,2022,806
CARDIO,87.42,130.0,632,2022,806
CASE,3.0,5.0,632,2022,806
ETHICS,0.0,1.0,632,2022,806
HISTO,18.83,31.0,632,2022,806
NUTR,0.0,1.0,632,2022,806
PHARM,2.0,2.0,632,2022,806
PHYSIO,23.17,37.0,632,2022,806
RADIOLOGY,0.75,2.0,632,2022,806
Renal,1.0,1.0,632,2022,806
CASE,6.0,7.0,633,2023,806
HISTO,1.0,1.0,633,2023,806
ANAT,1.0,1.0,634,2023,806
CASE,15.0,16.0,634,2023,806
ETHICS,2.0,2.0,634,2023,806
Functions & Processes,0.0,1.0,634,2023,806
HISTO,1.0,1.0,634,2023,806
IMMUNO,1.0,3.0,634,2023,806
Inflammation,2.0,3.0,634,2023,806
MICRO,0.0,2.0,634,2023,806
ORTHO,2.0,2.0,634,2023,806
Pain,2.0,2.0,634,2023,806
PATH,2.0,3.0,634,2023,806
Sports Med,2.0,3.0,634,2023,806
CASE,6.0,9.0,635,2023,806
End of Life,1.0,1.0,635,2023,806
IMMUNO,4.0,8.0,636,2023,806
Virology,1.0,1.0,636,2023,806
BIOCHEM,0.0,1.0,637,2023,806
CASE,2.0,2.0,637,2023,806
EBM,1.0,2.0,637,2023,806
MICRO,3.0,3.0,637,2023,806
PATH,11.0,15.0,637,2023,806
PHARM,1.0,1.0,637,2023,806
Anti-hypertensive,1.0,2.0,639,2023,806
CARDIO,0.0,2.0,639,2023,806
Cardiovascular,2.0,3.0,639,2023,806
Neoplasm,1.0,2.0,639,2023,806
PATH,3.0,7.0,639,2023,806
PHARM,6.0,13.0,639,2023,806
PHYSIO,2.0,3.0,639,2023,806
Renal,3.0,7.0,639,2023,806
ANAT,3.5,6.0,631,2022,409
Anemia,1.0,2.0,631,2022,409
BIOCHEM,15.0,18.0,631,2022,409
BODY and HLTH SYS,21.0,32.0,631,2022,409
CASE,1.0,4.0,631,2022,409
CELL BIO,30.0,37.0,631,2022,409
CELLS and TISS,45.5,65.0,631,2022,409
DEV,3.0,8.0,631,2022,409
Diagnosis,0.0,1.0,631,2022,409
Diversity,1.0,1.0,631,2022,409
ETHICS,4.0,5.0,631,2022,409
GEN,20.0,24.0,631,2022,409
HB,2.0,2.0,631,2022,409
HEME,2.0,2.0,631,2022,409
HISTO,10.0,13.0,631,2022,409
MOL BIOL,3.0,6.0,631,2022,409
MOLEC and COMP,57.0,71.0,631,2022,409
Nerve,2.0,4.0,631,2022,409
NUTR,1.0,2.0,631,2022,409
PATH,5.0,6.0,631,2022,409
PHARM,17.0,22.0,631,2022,409
Toolkit,1.0,1.0,631,2022,409
ANAT,7.0,11.0,632,2022,409
BIOCHEM,12.0,15.0,632,2022,409
Biostats,6.0,7.0,632,2022,409
CARDIO,112.92,130.0,632,2022,409
CASE,3.0,5.0,632,2022,409
ETHICS,0.0,1.0,632,2022,409
HISTO,26.67,31.0,632,2022,409
NUTR,1.0,1.0,632,2022,409
PHARM,1.0,2.0,632,2022,409
PHYSIO,29.17,37.0,632,2022,409
RADIOLOGY,2.0,2.0,632,2022,409
Renal,0.0,1.0,632,2022,409
CASE,6.0,6.0,633,2023,409
HISTO,,,633,2023,409
ANAT,1.0,1.0,634,2023,409
CASE,14.0,16.0,634,2023,409
ETHICS,1.0,2.0,634,2023,409
Functions & Processes,1.0,1.0,634,2023,409
HISTO,1.0,1.0,634,2023,409
IMMUNO,3.0,3.0,634,2023,409
Inflammation,3.0,3.0,634,2023,409
MICRO,2.0,2.0,634,2023,409
ORTHO,1.0,2.0,634,2023,409
Pain,1.33,2.0,634,2023,409
PATH,3.0,3.0,634,2023,409
Sports Med,3.0,3.0,634,2023,409
CASE,7.0,9.0,635,2023,409
End of Life,1.0,1.0,635,2023,409
IMMUNO,8.0,8.0,636,2023,409
Virology,1.0,1.0,636,2023,409
BIOCHEM,1.0,1.0,637,2023,409
CASE,1.0,2.0,637,2023,409
EBM,1.0,2.0,637,2023,409
MICRO,2.0,3.0,637,2023,409
PATH,9.0,15.0,637,2023,409
PHARM,1.0,1.0,637,2023,409
Anti-hypertensive,2.0,2.0,639,2023,409
CARDIO,0.0,2.0,639,2023,409
Cardiovascular,3.0,3.0,639,2023,409
Neoplasm,1.0,2.0,639,2023,409
PATH,6.0,7.0,639,2023,409
PHARM,12.0,13.0,639,2023,409
PHYSIO,2.0,3.0,639,2023,409
Renal,6.0,7.0,639,2023,409
ANAT,4.0,6.0,631,2022,197
Anemia,2.0,2.0,631,2022,197
BIOCHEM,12.5,18.0,631,2022,197
BODY and HLTH SYS,21.0,32.0,631,2022,197
CASE,2.0,4.0,631,2022,197
CELL BIO,25.0,37.0,631,2022,197
CELLS and TISS,40.0,65.0,631,2022,197
DEV,6.0,8.0,631,2022,197
Diagnosis,1.0,1.0,631,2022,197
Diversity,1.0,1.0,631,2022,197
ETHICS,4.0,5.0,631,2022,197
GEN,19.0,24.0,631,2022,197
HB,2.0,2.0,631,2022,197
HEME,0.0,2.0,631,2022,197
HISTO,8.0,13.0,631,2022,197
MOL BIOL,3.0,6.0,631,2022,197
MOLEC and COMP,47.5,71.0,631,2022,197
Nerve,2.0,4.0,631,2022,197
NUTR,1.0,2.0,631,2022,197
PATH,4.0,6.0,631,2022,197
PHARM,14.0,22.0,631,2022,197
Toolkit,1.0,1.0,631,2022,197
ANAT,4.75,11.0,632,2022,197
BIOCHEM,11.0,15.0,632,2022,197
Biostats,6.0,7.0,632,2022,197
CARDIO,78.25,130.0,632,2022,197
CASE,3.0,5.0,632,2022,197
ETHICS,0.0,1.0,632,2022,197
HISTO,19.83,31.0,632,2022,197
NUTR,1.0,1.0,632,2022,197
PHARM,0.0,2.0,632,2022,197
PHYSIO,23.42,37.0,632,2022,197
RADIOLOGY,1.75,2.0,632,2022,197
Renal,0.0,1.0,632,2022,197
CASE,7.0,7.0,633,2023,197
HISTO,0.0,1.0,633,2023,197
ANAT,1.0,1.0,634,2023,197
CASE,14.0,16.0,634,2023,197
ETHICS,2.0,2.0,634,2023,197
Functions & Processes,0.0,1.0,634,2023,197
HISTO,1.0,1.0,634,2023,197
IMMUNO,2.0,3.0,634,2023,197
Inflammation,1.0,3.0,634,2023,197
MICRO,1.0,2.0,634,2023,197
ORTHO,2.0,2.0,634,2023,197
Pain,2.0,2.0,634,2023,197
PATH,1.0,3.0,634,2023,197
Sports Med,3.0,3.0,634,2023,197
CASE,4.0,9.0,635,2023,197
End of Life,1.0,1.0,635,2023,197
IMMUNO,4.0,8.0,636,2023,197
Virology,1.0,1.0,636,2023,197
BIOCHEM,0.0,1.0,637,2023,197
CASE,1.0,2.0,637,2023,197
EBM,0.0,2.0,637,2023,197
MICRO,2.0,3.0,637,2023,197
PATH,4.0,15.0,637,2023,197
PHARM,1.0,1.0,637,2023,197
Anti-hypertensive,2.0,2.0,639,2023,197
CARDIO,2.0,2.0,639,2023,197
Cardiovascular,2.0,3.0,639,2023,197
Neoplasm,0.0,2.0,639,2023,197
PATH,3.0,7.0,639,2023,197
PHARM,8.0,13.0,639,2023,197
PHYSIO,2.0,3.0,639,2023,197
Renal,5.0,7.0,639,2023,197
ANAT,4.0,6.0,631,2022,231
Anemia,2.0,2.0,631,2022,231
BIOCHEM,14.0,18.0,631,2022,231
BODY and HLTH SYS,26.0,32.0,631,2022,231
CASE,4.0,4.0,631,2022,231
CELL BIO,33.0,37.0,631,2022,231
CELLS and TISS,61.0,65.0,631,2022,231
DEV,8.0,8.0,631,2022,231
Diagnosis,1.0,1.0,631,2022,231
Diversity,1.0,1.0,631,2022,231
ETHICS,5.0,5.0,631,2022,231
GEN,23.0,24.0,631,2022,231
HB,2.0,2.0,631,2022,231
HEME,2.0,2.0,631,2022,231
HISTO,12.0,13.0,631,2022,231
MOL BIOL,6.0,6.0,631,2022,231
MOLEC and COMP,60.75,71.0,631,2022,231
Nerve,3.0,4.0,631,2022,231
NUTR,2.0,2.0,631,2022,231
PATH,4.0,6.0,631,2022,231
PHARM,18.0,22.0,631,2022,231
Toolkit,1.0,1.0,631,2022,231
ANAT,8.75,11.0,632,2022,231
BIOCHEM,14.0,15.0,632,2022,231
Biostats,6.0,7.0,632,2022,231
CARDIO,108.83,130.0,632,2022,231
CASE,3.0,5.0,632,2022,231
ETHICS,1.0,1.0,632,2022,231
HISTO,27.83,31.0,632,2022,231
NUTR,1.0,1.0,632,2022,231
PHARM,2.0,2.0,632,2022,231
PHYSIO,28.67,37.0,632,2022,231
RADIOLOGY,1.75,2.0,632,2022,231
Renal,0.0,1.0,632,2022,231
CASE,7.0,7.0,633,2023,231
HISTO,1.0,1.0,633,2023,231
ANAT,1.0,1.0,634,2023,231
CASE,14.0,16.0,634,2023,231
ETHICS,2.0,2.0,634,2023,231
Functions & Processes,0.0,1.0,634,2023,231
HISTO,1.0,1.0,634,2023,231
IMMUNO,2.0,3.0,634,2023,231
Inflammation,1.0,3.0,634,2023,231
MICRO,1.0,2.0,634,2023,231
ORTHO,2.0,2.0,634,2023,231
Pain,2.0,2.0,634,2023,231
PATH,1.0,3.0,634,2023,231
Sports Med,3.0,3.0,634,2023,231
CASE,5.0,9.0,635,2023,231
End of Life,1.0,1.0,635,2023,231
IMMUNO,3.0,8.0,636,2023,231
Virology,1.0,1.0,636,2023,231
BIOCHEM,1.0,1.0,637,2023,231
CASE,2.0,2.0,637,2023,231
EBM,2.0,2.0,637,2023,231
MICRO,3.0,3.0,637,2023,231
PATH,7.0,15.0,637,2023,231
PHARM,1.0,1.0,637,2023,231
Anti-hypertensive,2.0,2.0,639,2023,231
CARDIO,1.0,2.0,639,2023,231
Cardiovascular,3.0,3.0,639,2023,231
Neoplasm,1.0,2.0,639,2023,231
PATH,4.0,7.0,639,2023,231
PHARM,11.0,13.0,639,2023,231
PHYSIO,2.0,3.0,639,2023,231
Renal,5.0,7.0,639,2023,231
ANAT,1.5,6.0,631,2022,173
Anemia,2.0,2.0,631,2022,173
BIOCHEM,13.0,18.0,631,2022,173
BODY and HLTH SYS,25.0,32.0,631,2022,173
CASE,4.0,4.0,631,2022,173
CELL BIO,26.5,37.0,631,2022,173
CELLS and TISS,36.0,65.0,631,2022,173
DEV,3.0,8.0,631,2022,173
Diagnosis,1.0,1.0,631,2022,173
Diversity,1.0,1.0,631,2022,173
ETHICS,5.0,5.0,631,2022,173
GEN,20.0,24.0,631,2022,173
HB,1.0,2.0,631,2022,173
HEME,1.0,2.0,631,2022,173
HISTO,8.0,13.0,631,2022,173
MOL BIOL,6.0,6.0,631,2022,173
MOLEC and COMP,53.75,71.0,631,2022,173
Nerve,2.0,4.0,631,2022,173
NUTR,0.0,2.0,631,2022,173
PATH,4.0,6.0,631,2022,173
PHARM,12.0,22.0,631,2022,173
Toolkit,1.0,1.0,631,2022,173
ANAT,6.75,11.0,632,2022,173
BIOCHEM,12.0,15.0,632,2022,173
Biostats,7.0,7.0,632,2022,173
CARDIO,82.58,130.0,632,2022,173
CASE,4.0,5.0,632,2022,173
ETHICS,0.0,1.0,632,2022,173
HISTO,20.5,31.0,632,2022,173
NUTR,0.0,1.0,632,2022,173
PHARM,0.0,2.0,632,2022,173
PHYSIO,27.75,37.0,632,2022,173
RADIOLOGY,0.75,2.0,632,2022,173
Renal,0.0,1.0,632,2022,173
CASE,7.0,7.0,633,2023,173
HISTO,1.0,1.0,633,2023,173
ANAT,0.0,1.0,634,2023,173
CASE,14.0,16.0,634,2023,173
ETHICS,1.0,2.0,634,2023,173
Functions & Processes,0.0,1.0,634,2023,173
HISTO,1.0,1.0,634,2023,173
IMMUNO,2.0,3.0,634,2023,173
Inflammation,0.0,3.0,634,2023,173
MICRO,1.0,2.0,634,2023,173
ORTHO,1.0,2.0,634,2023,173
Pain,2.0,2.0,634,2023,173
PATH,0.0,3.0,634,2023,173
Sports Med,3.0,3.0,634,2023,173
CASE,9.0,9.0,635,2023,173
End of Life,1.0,1.0,635,2023,173
IMMUNO,6.0,8.0,636,2023,173
Virology,1.0,1.0,636,2023,173
BIOCHEM,1.0,1.0,637,2023,173
CASE,1.0,2.0,637,2023,173
EBM,1.0,2.0,637,2023,173
MICRO,3.0,3.0,637,2023,173
PATH,5.0,15.0,637,2023,173
PHARM,1.0,1.0,637,2023,173
Anti-hypertensive,2.0,2.0,639,2023,173
CARDIO,2.0,2.0,639,2023,173
Cardiovascular,2.0,3.0,639,2023,173
Neoplasm,1.0,2.0,639,2023,173
PATH,4.0,7.0,639,2023,173
PHARM,10.0,13.0,639,2023,173
PHYSIO,2.0,3.0,639,2023,173
Renal,5.0,7.0,639,2023,173
ANAT,3.0,6.0,631,2022,174
Anemia,2.0,2.0,631,2022,174
BIOCHEM,14.0,18.0,631,2022,174
BODY and HLTH SYS,24.0,32.0,631,2022,174
CASE,3.0,4.0,631,2022,174
CELL BIO,25.0,37.0,631,2022,174
CELLS and TISS,44.0,65.0,631,2022,174
DEV,5.0,8.0,631,2022,174
Diagnosis,1.0,1.0,631,2022,174
Diversity,1.0,1.0,631,2022,174
ETHICS,5.0,5.0,631,2022,174
GEN,14.0,24.0,631,2022,174
HB,2.0,2.0,631,2022,174
HEME,2.0,2.0,631,2022,174
HISTO,9.0,13.0,631,2022,174
MOL BIOL,5.0,6.0,631,2022,174
MOLEC and COMP,52.0,71.0,631,2022,174
Nerve,3.0,4.0,631,2022,174
NUTR,2.0,2.0,631,2022,174
PATH,3.0,6.0,631,2022,174
PHARM,15.0,22.0,631,2022,174
Toolkit,1.0,1.0,631,2022,174
ANAT,5.75,11.0,632,2022,174
BIOCHEM,13.0,15.0,632,2022,174
Biostats,2.0,7.0,632,2022,174
CARDIO,71.75,130.0,632,2022,174
CASE,3.0,5.0,632,2022,174
ETHICS,0.0,1.0,632,2022,174
HISTO,21.5,31.0,632,2022,174
NUTR,1.0,1.0,632,2022,174
PHARM,0.0,2.0,632,2022,174
PHYSIO,24.75,37.0,632,2022,174
RADIOLOGY,0.75,2.0,632,2022,174
Renal,0.0,1.0,632,2022,174
CASE,6.0,7.0,633,2023,174
HISTO,1.0,1.0,633,2023,174
ANAT,0.0,1.0,634,2023,174
CASE,16.0,16.0,634,2023,174
ETHICS,1.0,2.0,634,2023,174
Functions & Processes,0.0,1.0,634,2023,174
HISTO,1.0,1.0,634,2023,174
IMMUNO,1.0,3.0,634,2023,174
Inflammation,1.0,3.0,634,2023,174
MICRO,0.0,2.0,634,2023,174
ORTHO,2.0,2.0,634,2023,174
Pain,0.33,2.0,634,2023,174
PATH,1.0,3.0,634,2023,174
Sports Med,3.0,3.0,634,2023,174
CASE,5.0,9.0,635,2023,174
End of Life,1.0,1.0,635,2023,174
IMMUNO,3.0,8.0,636,2023,174
Virology,1.0,1.0,636,2023,174
BIOCHEM,1.0,1.0,637,2023,174
CASE,1.0,2.0,637,2023,174
EBM,2.0,2.0,637,2023,174
MICRO,1.0,3.0,637,2023,174
PATH,4.0,15.0,637,2023,174
PHARM,0.0,1.0,637,2023,174
Anti-hypertensive,2.0,2.0,639,2023,174
CARDIO,1.0,2.0,639,2023,174
Cardiovascular,2.0,3.0,639,2023,174
Neoplasm,1.0,2.0,639,2023,174
PATH,4.0,7.0,639,2023,174
PHARM,8.0,13.0,639,2023,174
PHYSIO,2.0,3.0,639,2023,174
Renal,4.0,7.0,639,2023,174
ANAT,2.0,6.0,631,2022,768
Anemia,2.0,2.0,631,2022,768
BIOCHEM,15.0,18.0,631,2022,768
BODY and HLTH SYS,28.0,32.0,631,2022,768
CASE,3.0,4.0,631,2022,768
CELL BIO,29.5,37.0,631,2022,768
CELLS and TISS,48.5,65.0,631,2022,768
DEV,4.0,8.0,631,2022,768
Diagnosis,1.0,1.0,631,2022,768
Diversity,1.0,1.0,631,2022,768
ETHICS,4.0,5.0,631,2022,768
GEN,18.0,24.0,631,2022,768
HB,2.0,2.0,631,2022,768
HEME,2.0,2.0,631,2022,768
HISTO,12.0,13.0,631,2022,768
MOL BIOL,6.0,6.0,631,2022,768
MOLEC and COMP,57.75,71.0,631,2022,768
Nerve,4.0,4.0,631,2022,768
NUTR,2.0,2.0,631,2022,768
PATH,5.0,6.0,631,2022,768
PHARM,17.0,22.0,631,2022,768
Toolkit,1.0,1.0,631,2022,768
ANAT,5.75,11.0,632,2022,768
BIOCHEM,12.0,15.0,632,2022,768
Biostats,4.0,7.0,632,2022,768
CARDIO,89.67,130.0,632,2022,768
CASE,4.0,5.0,632,2022,768
ETHICS,0.0,1.0,632,2022,768
HISTO,23.17,31.0,632,2022,768
NUTR,0.0,1.0,632,2022,768
PHARM,2.0,2.0,632,2022,768
PHYSIO,28.75,37.0,632,2022,768
RADIOLOGY,0.75,2.0,632,2022,768
Renal,1.0,1.0,632,2022,768
CASE,6.0,7.0,633,2023,768
HISTO,0.0,1.0,633,2023,768
ANAT,1.0,1.0,634,2023,768
CASE,13.0,16.0,634,2023,768
ETHICS,2.0,2.0,634,2023,768
Functions & Processes,0.0,1.0,634,2023,768
HISTO,1.0,1.0,634,2023,768
IMMUNO,3.0,3.0,634,2023,768
Inflammation,2.0,3.0,634,2023,768
MICRO,2.0,2.0,634,2023,768
ORTHO,0.0,2.0,634,2023,768
Pain,2.0,2.0,634,2023,768
PATH,2.0,3.0,634,2023,768
Sports Med,2.0,3.0,634,2023,768
CASE,6.0,9.0,635,2023,768
End of Life,1.0,1.0,635,2023,768
IMMUNO,4.0,8.0,636,2023,768
Virology,1.0,1.0,636,2023,768
BIOCHEM,1.0,1.0,637,2023,768
CASE,1.0,2.0,637,2023,768
EBM,1.0,2.0,637,2023,768
MICRO,2.0,3.0,637,2023,768
PATH,6.0,15.0,637,2023,768
PHARM,0.0,1.0,637,2023,768
Anti-hypertensive,0.0,2.0,639,2023,768
CARDIO,1.0,2.0,639,2023,768
Cardiovascular,3.0,3.0,639,2023,768
Neoplasm,1.0,2.0,639,2023,768
PATH,5.0,7.0,639,2023,768
PHARM,7.0,13.0,639,2023,768
PHYSIO,2.0,3.0,639,2023,768
Renal,6.0,7.0,639,2023,768
ANAT,5.5,6.0,631,2022,682
Anemia,2.0,2.0,631,2022,682
BIOCHEM,16.75,18.0,631,2022,682
BODY and HLTH SYS,27.0,32.0,631,2022,682
CASE,4.0,4.0,631,2022,682
CELL BIO,36.5,37.0,631,2022,682
CELLS and TISS,62.0,65.0,631,2022,682
DEV,6.0,8.0,631,2022,682
Diagnosis,1.0,1.0,631,2022,682
Diversity,1.0,1.0,631,2022,682
ETHICS,5.0,5.0,631,2022,682
GEN,22.0,24.0,631,2022,682
HB,2.0,2.0,631,2022,682
HEME,2.0,2.0,631,2022,682
HISTO,13.0,13.0,631,2022,682
MOL BIOL,6.0,6.0,631,2022,682
MOLEC and COMP,62.25,71.0,631,2022,682
Nerve,4.0,4.0,631,2022,682
NUTR,2.0,2.0,631,2022,682
PATH,4.0,6.0,631,2022,682
PHARM,17.0,22.0,631,2022,682
Toolkit,1.0,1.0,631,2022,682
ANAT,10.0,11.0,632,2022,682
BIOCHEM,14.0,15.0,632,2022,682
Biostats,6.0,7.0,632,2022,682
CARDIO,121.5,130.0,632,2022,682
CASE,4.0,5.0,632,2022,682
ETHICS,0.0,1.0,632,2022,682
HISTO,30.67,31.0,632,2022,682
NUTR,1.0,1.0,632,2022,682
PHARM,2.0,2.0,632,2022,682
PHYSIO,32.75,37.0,632,2022,682
RADIOLOGY,2.0,2.0,632,2022,682
Renal,1.0,1.0,632,2022,682
CASE,6.0,7.0,633,2023,682
HISTO,1.0,1.0,633,2023,682
ANAT,1.0,1.0,634,2023,682
CASE,15.0,16.0,634,2023,682
ETHICS,1.0,2.0,634,2023,682
Functions & Processes,0.0,1.0,634,2023,682
HISTO,1.0,1.0,634,2023,682
IMMUNO,2.0,3.0,634,2023,682
Inflammation,2.0,3.0,634,2023,682
MICRO,1.0,2.0,634,2023,682
ORTHO,2.0,2.0,634,2023,682
Pain,2.0,2.0,634,2023,682
PATH,2.0,3.0,634,2023,682
Sports Med,3.0,3.0,634,2023,682
CASE,7.0,9.0,635,2023,682
End of Life,1.0,1.0,635,2023,682
IMMUNO,4.0,8.0,636,2023,682
Virology,1.0,1.0,636,2023,682
BIOCHEM,1.0,1.0,637,2023,682
CASE,1.0,2.0,637,2023,682
EBM,2.0,2.0,637,2023,682
MICRO,3.0,3.0,637,2023,682
PATH,8.0,15.0,637,2023,682
PHARM,1.0,1.0,637,2023,682
Anti-hypertensive,2.0,2.0,639,2023,682
CARDIO,2.0,2.0,639,2023,682
Cardiovascular,3.0,3.0,639,2023,682
Neoplasm,1.0,2.0,639,2023,682
PATH,4.0,7.0,639,2023,682
PHARM,12.0,13.0,639,2023,682
PHYSIO,2.0,3.0,639,2023,682
Renal,5.0,7.0,639,2023,682
ANAT,5.0,6.0,631,2022,273
Anemia,2.0,2.0,631,2022,273
BIOCHEM,16.0,18.0,631,2022,273
BODY and HLTH SYS,29.0,32.0,631,2022,273
CASE,4.0,4.0,631,2022,273
CELL BIO,29.0,37.0,631,2022,273
CELLS and TISS,57.0,65.0,631,2022,273
DEV,8.0,8.0,631,2022,273
Diagnosis,1.0,1.0,631,2022,273
Diversity,1.0,1.0,631,2022,273
ETHICS,4.0,5.0,631,2022,273
GEN,21.0,24.0,631,2022,273
HB,1.0,2.0,631,2022,273
HEME,2.0,2.0,631,2022,273
HISTO,13.0,13.0,631,2022,273
MOL BIOL,6.0,6.0,631,2022,273
MOLEC and COMP,63.0,71.0,631,2022,273
Nerve,4.0,4.0,631,2022,273
NUTR,2.0,2.0,631,2022,273
PATH,6.0,6.0,631,2022,273
PHARM,18.0,22.0,631,2022,273
Toolkit,1.0,1.0,631,2022,273
ANAT,7.75,11.0,632,2022,273
BIOCHEM,14.0,15.0,632,2022,273
Biostats,7.0,7.0,632,2022,273
CARDIO,123.75,130.0,632,2022,273
CASE,4.0,5.0,632,2022,273
ETHICS,1.0,1.0,632,2022,273
HISTO,31.0,31.0,632,2022,273
NUTR,0.0,1.0,632,2022,273
PHARM,2.0,2.0,632,2022,273
PHYSIO,33.0,37.0,632,2022,273
RADIOLOGY,1.75,2.0,632,2022,273
Renal,1.0,1.0,632,2022,273
CASE,7.0,7.0,633,2023,273
HISTO,1.0,1.0,633,2023,273
ANAT,1.0,1.0,634,2023,273
CASE,14.0,16.0,634,2023,273
ETHICS,1.0,2.0,634,2023,273
Functions & Processes,0.0,1.0,634,2023,273
HISTO,1.0,1.0,634,2023,273
IMMUNO,3.0,3.0,634,2023,273
Inflammation,2.0,3.0,634,2023,273
MICRO,2.0,2.0,634,2023,273
ORTHO,2.0,2.0,634,2023,273
Pain,2.0,2.0,634,2023,273
PATH,2.0,3.0,634,2023,273
Sports Med,2.0,3.0,634,2023,273
CASE,7.0,9.0,635,2023,273
End of Life,1.0,1.0,635,2023,273
IMMUNO,6.0,8.0,636,2023,273
Virology,1.0,1.0,636,2023,273
BIOCHEM,1.0,1.0,637,2023,273
CASE,2.0,2.0,637,2023,273
EBM,2.0,2.0,637,2023,273
MICRO,3.0,3.0,637,2023,273
PATH,11.0,15.0,637,2023,273
PHARM,1.0,1.0,637,2023,273
Anti-hypertensive,2.0,2.0,639,2023,273
CARDIO,2.0,2.0,639,2023,273
Cardiovascular,3.0,3.0,639,2023,273
Neoplasm,2.0,2.0,639,2023,273
PATH,5.0,7.0,639,2023,273
PHARM,10.0,13.0,639,2023,273
PHYSIO,1.0,3.0,639,2023,273
Renal,4.0,7.0,639,2023,273
ANAT,6.0,6.0,631,2022,147
Anemia,2.0,2.0,631,2022,147
BIOCHEM,15.0,18.0,631,2022,147
BODY and HLTH SYS,28.0,32.0,631,2022,147
CASE,4.0,4.0,631,2022,147
CELL BIO,34.0,37.0,631,2022,147
CELLS and TISS,62.0,65.0,631,2022,147
DEV,8.0,8.0,631,2022,147
Diagnosis,1.0,1.0,631,2022,147
Diversity,1.0,1.0,631,2022,147
ETHICS,5.0,5.0,631,2022,147
GEN,21.0,24.0,631,2022,147
HB,1.0,2.0,631,2022,147
HEME,2.0,2.0,631,2022,147
HISTO,12.0,13.0,631,2022,147
MOL BIOL,5.0,6.0,631,2022,147
MOLEC and COMP,59.0,71.0,631,2022,147
Nerve,4.0,4.0,631,2022,147
NUTR,2.0,2.0,631,2022,147
PATH,5.0,6.0,631,2022,147
PHARM,18.0,22.0,631,2022,147
Toolkit,1.0,1.0,631,2022,147
ANAT,11.0,11.0,632,2022,147
BIOCHEM,15.0,15.0,632,2022,147
Biostats,5.0,7.0,632,2022,147
CARDIO,118.17,130.0,632,2022,147
CASE,2.0,5.0,632,2022,147
ETHICS,1.0,1.0,632,2022,147
HISTO,27.67,31.0,632,2022,147
NUTR,0.0,1.0,632,2022,147
PHARM,1.0,2.0,632,2022,147
PHYSIO,32.75,37.0,632,2022,147
